baroque,relating to an elaborately ornamented style of art and music
barrack,lodge in buildings used to house military personnel
barrage,the heavy fire of artillery to saturate an area
barred,preventing entry or exit or a course of action
barrel,a bulging cylindrical shape; hollow with flat ends
barren,completely wanting or lacking
barricade,a barrier to impede the advance of an enemy
barrier,a structure or object that impedes free movement
barter,exchange goods without involving money
baryon,any of the elementary particles having a mass equal to or greater than that of a proton and that participate in strong interactions; a hadron with a baryon number of +1
base,lowest support of a structure
based,having a base
baseness,unworthiness by virtue of lacking higher values
basic,reduced to the simplest and most significant form possible
basin,a bowl-shaped vessel used for holding food or liquids
basis,the fundamental assumptions from which something is begun
basketry,the craft of basket making
bastard,the illegitimate offspring of unmarried parents
bastion,projecting part of a rampart or other fortification
bat,a club used for hitting a ball in various games
bathos,a change from a serious subject to a disappointing one
battalion,an army unit consisting of a headquarters and companies
batten,a strip fixed to something to hold it firm
batter,strike violently and repeatedly
battle,a hostile meeting of opposing military forces
bauble,cheap showy jewelry or ornament
be on cloud nine,feel extreme happiness or elation
bead,a small ball with a hole through the middle
beam,a long thick piece of material used in construction
beaming,radiating or as if radiating light
bear,be pregnant with
bear away,remove from a certain place environment or mental or emotional state; transport into a new location or state
bear off,remove from a certain place environment or mental or emotional state; transport into a new location or state
bear out,support with evidence or authority or make more certain or confirm
bearer,a messenger who presents
bearing,characteristic way of holding one’s body
beatific,resembling or befitting an angel or saint
beatitude,a state of supreme happiness
beauty,the qualities that give pleasure to the senses
bebop,an early form of modern jazz (originating around 1940)
becalm,make still steady or tranquil
beckon,summon with a wave nod or some other gesture
become,come into existence
becoming,displaying or setting off to best advantage
bee,a hairy-bodied insect including social and solitary species
beef,meat from an adult domestic bovine
beef up,make strong or stronger
beehive,a structure that provides a natural habitation for bees
beet,biennial Eurasian plant usually having a swollen edible root
Beethoven,German composer of instrumental music
befall,become of; happen to
beget,generate children
begin,set in motion cause to start
beginning,the act of starting something
begrudge,be envious of or feel annoyance toward
behalf,as the agent of or on someone’s part
behave,act in a certain manner
behavior,the way a person acts toward other people
behavioral,of or relating to behavior
behemoth,someone or something that is abnormally large and powerful
behest,an authoritative command or request
behind,in or to or toward the rear
beholden,under a moral obligation to someone
behoove,be appropriate or necessary
being,the state or fact of existing
belabor,beat soundly
belching,the forceful expulsion of something from inside
beleaguer,annoy persistently
belie,be in contradiction with
belief,any cognitive content held as true
believe,accept as true; take to be true
belittle,cause to seem less serious
bellicose,having or showing a ready disposition to fight
belligerent,characteristic of an enemy or one eager to fight
bellows,a mechanical device that blows a strong current of air
bellwether,someone who assumes leadership of a movement or activity
below,in or to a place that is lower
